"FileName","Path","MissingImports","Placeholders","SuggestedFixes"
"options.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\swc\options.d.ts","../@/lib/constants; ../../server/config-shared; ../load-jsconfig","",""
"app-page.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\templates\app-page.d.ts","../../server/lib/app-dir-module; ../../server/future/route-modules/app-page/module.compiled","",""
"app-route.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\templates\app-route.d.ts","../../server/future/route-modules/app-route/module.compiled","",""
"edge-ssr-app.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\templates\edge-ssr-app.d.ts","../../server/web/globals; ../../server/web/types","",""
"edge-ssr.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\templates\edge-ssr.d.ts","../../server/web/globals; ../../server/web/types","",""
"middleware.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\templates\middleware.d.ts","../../server/web/adapter; ../../server/web/globals","",""
"pages-api.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\templates\pages-api.d.ts","../../server/future/route-modules/pages-api/module.compiled","",""
"pages-edge-api.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\templates\pages-edge-api.d.ts","../../server/web/adapter; ../../server/web/globals","",""
"pages.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\templates\pages.d.ts","../../server/future/route-modules/pages/module.compiled","",""
"env.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\turborepo-access-trace\env.d.ts","./types","",""
"helpers.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\turborepo-access-trace\helpers.d.ts","./result","",""
"result.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\turborepo-access-trace\result.d.ts","./types","",""
"tcp.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\turborepo-access-trace\tcp.d.ts","./types","",""
"global.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\config\blocks\css\loaders\global.d.ts","../../../utils","",""
"modules.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\config\blocks\css\loaders\modules.d.ts","../../../utils","",""
"next-font.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\config\blocks\css\loaders\next-font.d.ts","../../../utils","",""
"index.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\config\blocks\css\index.d.ts","../../utils","",""
"index.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\config\blocks\images\index.d.ts","../../utils","",""
"base.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\config\blocks\base.d.ts","../utils","",""
"index.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\config\index.d.ts","../../../server/config-shared","",""
"utils.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\config\utils.d.ts","../../../server/config-shared","",""
"index.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\loaders\css-loader\src\plugins\index.d.ts","./postcss-import-parser; ./postcss-icss-parser; ./postcss-url-parser","",""
"index.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\loaders\lightningcss-loader\src\index.d.ts","./loader","",""
"discover.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\loaders\metadata\discover.d.ts","./types; ../next-app-loader; ../../../page-extensions-type","",""
"resolve-route-data.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\loaders\metadata\resolve-route-data.d.ts","../../../@/lib/metadata/types/metadata-interface","",""
"index.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\loaders\next-edge-app-route-loader\index.d.ts","../../../../server/config-shared","",""
"index.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\loaders\next-edge-ssr-loader\index.d.ts","../../../../../types; ../../../@/lib/page-types","",""
"render.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\loaders\next-edge-ssr-loader\render.d.ts","../../../../server/config-shared; ../../../../shared/lib/utils; ../../../../server/get-page-files; ../../../../server/load-components; ../../plugins/flight-manifest-plugin; ../../plugins/next-font-manifest-plugin; ../../../../server/web/spec-extension/fetch-event; ../../..; ../../../../../types; ../../../@/lib/page-types; ../../../../server/web/adapter","",""
"postcss-next-font.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\loaders\next-font-loader\postcss-next-font.d.ts","../../../../../font","",""
"index.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\loaders\next-route-loader\index.d.ts","../../../analysis/get-page-static-info; ../../../../server/future/route-kind; ../../../build-context","",""
"get-module-build-info.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\loaders\get-module-build-info.d.ts","../../analysis/get-page-static-info","",""
"next-app-loader.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\loaders\next-app-loader.d.ts","../../../shared/lib/constants; ./metadata/types; ../../../server/config-shared; ../../page-extensions-type","",""
"next-barrel-loader.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\loaders\next-barrel-loader.d.ts","./module-a' => '[""b"", ""./module-a"", ""a""]","",""
"next-metadata-image-loader.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\loaders\next-metadata-image-loader.d.ts","./metadata/types; ../../page-extensions-type","",""
"next-middleware-loader.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\loaders\next-middleware-loader.d.ts","../../analysis/get-page-static-info","",""
"next-swc-loader.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\loaders\next-swc-loader.d.ts","../../../../types; ../../@/lib/constants","",""
"index.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\plugins\next-types-plugin\index.d.ts","../../../@/lib/load-custom-routes; ../../../page-extensions-type","",""
"parse-dynamic-code-evaluation-error.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\plugins\wellknown-errors-plugin\parse-dynamic-code-evaluation-error.d.ts","./simpleWebpackError","",""
"parseBabel.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\plugins\wellknown-errors-plugin\parseBabel.d.ts","./simpleWebpackError","",""
"parseCss.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\plugins\wellknown-errors-plugin\parseCss.d.ts","./simpleWebpackError","",""
"parseNextAppLoaderError.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\plugins\wellknown-errors-plugin\parseNextAppLoaderError.d.ts","./simpleWebpackError","",""
"parseNextFontError.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\plugins\wellknown-errors-plugin\parseNextFontError.d.ts","./simpleWebpackError","",""
"parseNextInvalidImportError.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\plugins\wellknown-errors-plugin\parseNextInvalidImportError.d.ts","./simpleWebpackError","",""
"parseNotFoundError.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\plugins\wellknown-errors-plugin\parseNotFoundError.d.ts","./simpleWebpackError","",""
"parseRSC.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\plugins\wellknown-errors-plugin\parseRSC.d.ts","./simpleWebpackError","",""
"parseScss.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\plugins\wellknown-errors-plugin\parseScss.d.ts","./simpleWebpackError","",""
"webpackModuleError.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\plugins\wellknown-errors-plugin\webpackModuleError.d.ts","./simpleWebpackError","",""
"build-manifest-plugin.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\plugins\build-manifest-plugin.d.ts","../../@/lib/load-custom-routes","",""
"define-env-plugin.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\plugins\define-env-plugin.d.ts","../../../server/config-shared; ../../analysis/get-page-static-info","",""
"flight-client-entry-plugin.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\plugins\flight-client-entry-plugin.d.ts","../loaders/next-flight-client-entry-loader","",""
"font-stylesheet-gathering-plugin.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\plugins\font-stylesheet-gathering-plugin.d.ts","../../../server/font-utils","",""
"jsconfig-paths-plugin.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\plugins\jsconfig-paths-plugin.d.ts","../../load-jsconfig","",""
"middleware-plugin.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\plugins\middleware-plugin.d.ts","../loaders/get-module-build-info; ../../analysis/get-page-static-info; ../../@/lib/load-custom-routes","",""
"next-trace-entrypoints-plugin.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\plugins\next-trace-entrypoints-plugin.d.ts","../../../trace; ../../../server/config-shared","",""
"profiling-plugin.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack\plugins\profiling-plugin.d.ts","../../../trace","",""
"impl.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack-build\impl.d.ts","../../shared/lib/constants; ../webpack/plugins/telemetry-plugin; ../build-context; ../../trace; ../webpack/plugins/next-trace-entrypoints-plugin","",""
"index.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack-build\index.d.ts","../webpack/plugins/next-trace-entrypoints-plugin","",""
"resolve.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack-config-rules\resolve.d.ts","../../shared/lib/constants","",""
"build-context.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\build-context.d.ts","../server/api-utils; ../server/config-shared; ../trace; ./webpack-config; ./webpack/plugins/telemetry-plugin; ../telemetry/storage","",""
"collect-build-traces.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\collect-build-traces.d.ts","../trace; ../server/config-shared; ./webpack/plugins/next-trace-entrypoints-plugin; ./utils","",""
"compiler.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\compiler.d.ts","../trace","",""
"create-compiler-aliases.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\create-compiler-aliases.d.ts","../server/config-shared","",""
"entries.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\entries.d.ts","../server/config-shared; ./analysis/get-page-static-info; ./webpack/loaders/next-app-loader; ../shared/lib/constants; ../server/api-utils; ../../types; ./page-extensions-type; ./build-context","",""
"handle-externals.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\handle-externals.d.ts","../server/config-shared","",""
"index.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\index.d.ts","../server/lib/revalidate; ../server/api-utils; ../client/components/app-router-headers","",""
"load-jsconfig.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\load-jsconfig.d.ts","../server/config-shared","",""
"normalize-catchall-routes.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\normalize-catchall-routes.d.ts","../server/future/normalizers/built/app/app-pathname-normalizer","",""
"type-check.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\type-check.d.ts","../server/config-shared; ../telemetry/storage; ../trace","",""
"utils.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\utils.d.ts","../server/config-shared; ./webpack/plugins/app-build-manifest-plugin; ../server/get-page-files; ./webpack/plugins/middleware-plugin; ../server/future/route-modules/app-page/module; ../server/lib/app-dir-module; ../server/require-hook; ../server/node-polyfill-crypto; ../server/node-environment; ../server/lib/incremental-cache; ./page-extensions-type","",""
"webpack-config.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\webpack-config.d.ts","../shared/lib/constants; ../server/config-shared; ../trace; ./analysis/get-page-static-info; ./load-jsconfig","",""
"worker.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\build\worker.d.ts","../server/require-hook; ../export/worker","",""
"types.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\dist\esm\build\babel\loader\types.d.ts","../../../trace","",""
"at-rule.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\node_modules\postcss\lib\at-rule.d.ts","./container.js","",""
"comment.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\node_modules\postcss\lib\comment.d.ts","./container.js; ./node.js","",""
"container.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\node_modules\postcss\lib\container.d.ts","./at-rule.js; ./comment.js; ./declaration.js; ./node.js; ./rule.js","",""
"css-syntax-error.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\node_modules\postcss\lib\css-syntax-error.d.ts","./input.js","",""
"declaration.d.ts","D:\cbtc-final\cbtc-lms\nodemodules\next\node_modules\postcss\lib\declaration.d.ts","./container.js; ./node.js","",""
