"FileName","Type","Path","Status","Notes","Critical"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\admin\student\components\components\components\Sidebar.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\admin\student\components\components\mobile\components\Sidebar.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\admin\student\components\components\mobile\SecureUpload.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\admin\student\components\components\portal\components\Sidebar.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\admin\student\components\components\Sidebar.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\admin\student\components\mobile\components\Sidebar.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\admin\student\components\mobile\SecureUpload.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\admin\student\components\portal\components\Sidebar.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\admin\student\components\Sidebar.tsx","OK","","False"
"page.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\admin\student\page.tsx","OK","","False"
"page.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\admin\page.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\export-compliance\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\export-compliance\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\export-compliance\components\mobile\SecureUpload.tsx","OK","","False"
"supabase.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\export-compliance\lib\supabase.ts","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\export-compliance\route.ts","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\export-friction\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\export-friction\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\export-friction\components\mobile\SecureUpload.tsx","OK","","False"
"supabase.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\export-friction\lib\supabase.ts","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\export-friction\route.ts","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\student\components\components\components\components\Sidebar.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\student\components\components\components\mobile\components\Sidebar.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\student\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\student\components\components\components\portal\components\Sidebar.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\student\components\components\components\Sidebar.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\student\components\components\mobile\components\Sidebar.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\student\components\components\mobile\SecureUpload.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\student\components\components\portal\components\Sidebar.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\student\components\components\Sidebar.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\student\components\mobile\components\Sidebar.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\student\components\mobile\SecureUpload.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\student\components\portal\components\Sidebar.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\student\components\Sidebar.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\student\route.ts","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\admin\route.ts","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\analytics\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\analytics\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\analytics\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\analytics\friction\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\analytics\friction\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\analytics\friction\components\mobile\SecureUpload.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\analytics\friction\route.ts","OK","","False"
"routes.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\analytics\friction\routes.ts","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\analytics\route.ts","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\analyze-assessment\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\analyze-assessment\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\analyze-assessment\components\mobile\SecureUpload.tsx","OK","","False"
"server.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\analyze-assessment\utils\supabase\server.ts","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\analyze-assessment\route.ts","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\analyze-handwriting\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\analyze-handwriting\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\analyze-handwriting\components\mobile\SecureUpload.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\analyze-handwriting\route.ts","OK","","False"
"supabase.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\assessment\analyze\lib\supabase.ts","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\assessment\analyze\route.ts","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\assessment\route.ts","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\auth\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\auth\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\auth\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\auth\login\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\auth\login\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\auth\login\components\mobile\SecureUpload.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\auth\login\route.ts","Issues Found",".\/lib/supabase-server","True"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\auth\register\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\auth\register\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\auth\register\components\mobile\SecureUpload.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\auth\register\route.ts","Issues Found",".\/lib/supabase","True"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\auth\route.ts","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\bulk-inflate\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\bulk-inflate\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\bulk-inflate\components\mobile\SecureUpload.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\bulk-inflate\route.ts","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\courses\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\courses\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\courses\components\mobile\SecureUpload.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\courses\route.ts","Issues Found",".\/lib/supabase","True"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\dashboard-metrics\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\dashboard-metrics\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\dashboard-metrics\components\mobile\SecureUpload.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\dashboard-metrics\route.ts","OK","","False"
"routes.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\dashboard-metrics\routes.ts","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\debug\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\debug\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\debug\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\debug\final-audit\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\debug\final-audit\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\debug\final-audit\components\mobile\SecureUpload.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\debug\final-audit\route.ts","Issues Found",".\/lib/supabase","True"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\debug\full-audit\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\debug\full-audit\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\debug\full-audit\components\mobile\SecureUpload.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\debug\full-audit\route.ts","Issues Found",".\/lib/supabase","True"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\debug\health-check\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\debug\health-check\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\debug\health-check\components\mobile\SecureUpload.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\debug\health-check\route.ts","Issues Found",".\/lib/supabase","True"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\debug\route.ts","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\enrollments\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\enrollments\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\enrollments\components\mobile\SecureUpload.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\enrollments\route.ts","Issues Found",".\/lib/supabase","True"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\friction-data\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\friction-data\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\friction-data\components\mobile\SecureUpload.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\friction-data\route.ts","Issues Found",".\/lib/supabase","True"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\health\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\health\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\health\components\mobile\SecureUpload.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\health\route.ts","Issues Found",".\/lib/supabase-server","True"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\inflate-questions\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\inflate-questions\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\inflate-questions\components\mobile\SecureUpload.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\inflate-questions\route.ts","Issues Found",".\/lib/supabase","True"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\ingest\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\ingest\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\ingest\components\mobile\SecureUpload.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\ingest\route.ts","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\instructor\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\instructor\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\instructor\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\instructor\friction-details\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\instructor\friction-details\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\instructor\friction-details\components\mobile\SecureUpload.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\instructor\friction-details\route.ts","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\instructor\route.ts","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\modules\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\modules\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\modules\components\mobile\SecureUpload.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\modules\route.ts","Issues Found",".\/lib/supabase","True"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\b2b\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\b2b\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\b2b\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\b2b\employees\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\b2b\employees\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\b2b\employees\components\mobile\SecureUpload.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\b2b\employees\route.ts","Issues Found","../../../lib/payment/b2b","True"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\b2b\route.ts","Issues Found","../../../lib/payment/b2b","True"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\components\mobile\SecureUpload.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\student\components\components\components\components\Sidebar.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\student\components\components\components\mobile\components\Sidebar.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\student\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\student\components\components\components\portal\components\Sidebar.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\student\components\components\components\Sidebar.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\student\components\components\mobile\components\Sidebar.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\student\components\components\mobile\SecureUpload.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\student\components\components\portal\components\Sidebar.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\student\components\components\Sidebar.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\student\components\mobile\components\Sidebar.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\student\components\mobile\SecureUpload.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\student\components\portal\components\Sidebar.tsx","OK","","False"
"Sidebar.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\student\components\Sidebar.tsx","OK","","False"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\student\route.ts","Issues Found","../../../lib/payment/payments","True"
"route.ts","UI Component","D:\cbtc-final\cbtc-lms\app\api\payments\route.ts","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\supervisor\components\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\supervisor\components\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\supervisor\components\mobile\SecureUpload.tsx","OK","","False"
"SecureUpload.tsx","UI Component","D:\cbtc-final\cbtc-lms\app\api\supervisor\stats\components\components\components\mobile\SecureUpload.tsx","OK","","False"
